Name,Location,Locality,City,Cuisine,Rating,Votes,Average-Cost,Latitude,Longitude
Pinch of Spice,"Rajouri Garden, West Delhi", West Delhi,Delhi,"North Indian,  Mughlai,  Chinese",4.3,608,1800,28.6490563,77.1227198
Roadhouse Cafe,"Greater Kailash - 1, South Delhi", South Delhi,Delhi,"Italian,  Chinese,  Thai,  Mediterranean,  American,  Asian",4.4,319,2400,28.5538933,77.2400488
Lord of the Drinks Drinks Chamber,"Rajouri Garden, West Delhi", West Delhi,Delhi,"Multi-Cuisine,  North Indian,  Continental,  Oriental ",4.2,1333,2300,28.6490563,77.1227198
Cafe Junk,"Mayur Vihar Phase - 2, East Delhi", East Delhi,Delhi,"Fast Food,  Shakes",4.6,5,500,28.61785,77.2934125
The Snook Hook Cafe,"Kailash Colony, South Delhi", South Delhi,Delhi,"North Indian,  Italian,  Fast Food",4,80,1200,28.5530522,77.2429694
Kori's,"Safdarjung, South Delhi", South Delhi,Delhi,"Asian,  Korean,  Japanese,  Sushi",4.1,16,1300,28.5851893,77.20624264
Tenali - The Andhra Kitchen,"Green Park, South Delhi", South Delhi,Delhi,"South Indian,  Andhra",4.6,7,800,28.5580071,77.2067933
Kake Da Hotel,"Ashok Vihar Phase - 1, North Delhi", North Delhi,Delhi,"North Indian,  Mughlai",3.7,13,1000,28.69144015,77.16811534
NCC - NorthEastern & Chinese Cafe,"Safdarjung, South Delhi", South Delhi,Delhi,"Chinese,  North Eastern",4.6,3,1000,28.5851893,77.20624264
Kitchen & Chicken,"South Extension - 2, South Delhi", South Delhi,Delhi,"Chinese,  Fast Food,  North Indian",2,3,700,28.5681089,77.2221923
Gastronomica Kitchen & Bar,"Greater Kailash - 1, South Delhi", South Delhi,Delhi,"Continental,  North Indian,  Italian,  European",4.3,489,2000,28.5538933,77.2400488
Olive Bar & Kitchen,"Mehrauli, South Delhi", South Delhi,Delhi,"Continental,  Italian,  Mediterranean,  European",4.5,897,3000,28.5218262,77.1783232
Bean Sahab,"Safdarjung, South Delhi", South Delhi,Delhi,"Fast Food,  Italian,  Continental,  American",4,13,600,28.5851893,77.20624264
Greenr Cafe,"Greater Kailash - 1, South Delhi", South Delhi,Delhi,"Continental,  Health Food",4,7,1400,28.5538933,77.2400488
Grand Plaza,"Model Town 2, North Delhi", North Delhi,Delhi,"North Indian,  Bakery and Confectionary,  Italian,  Chinese,  Ice Cream",4.5,141,1500,28.707334,77.1885231
Sanjha Chulha,"Kailash Colony, South Delhi", South Delhi,Delhi,"North Indian,  Mughlai,  Chinese",3.8,129,1500,28.5530522,77.2429694
SKY HEART LOUNGE & BAR (MY BAR),"Punjabi Bagh, West Delhi", West Delhi,Delhi,"Finger Food,  North Indian,  Italian,  Chinese,  Continental",4,343,1500,28.668945,77.1324614
Shakespeare Cafe,"Punjabi Bagh, West Delhi", West Delhi,Delhi,"North Indian,  Italian,  Mexican,  Turkish",4.1,55,1300,28.668945,77.1324614
Barbeque Nation,"Netaji Subhash Place, North Delhi", North Delhi,Delhi,"North Indian,  Barbecue,  Mughlai",4.5,518,1700,28.6960485,77.1524856
Otik Cake Shop,"Model Town 2, North Delhi", North Delhi,Delhi,"Fast Food,  Bakery and Confectionary,  Desserts,  Shakes",5,2,500,28.707334,77.1885231
MAD - Music and Drinks,"Rajouri Garden, West Delhi", West Delhi,Delhi,"North Indian,  Continental,  Japanese,  Asian",3.9,186,1200,28.6490563,77.1227198
Kake Da Hotel,"Model Town 1, North Delhi", North Delhi,Delhi,North Indian,3.8,14,1000,28.707334,77.1885231
Moets Oh! Bao,"Defence Colony, South Delhi", South Delhi,Delhi,"Chinese,  Asian,  Thai",4.5,8,1300,28.5713575,77.2330402
Bread and More,"Greater Kailash - 1, South Delhi", South Delhi,Delhi,"Desserts,  Bakery and Confectionary,  Fast Food",3.4,5,700,28.5538933,77.2400488
HUDBA,"Greater Kailash - 1, South Delhi", South Delhi,Delhi,"North Indian,  Oriental ,  Italian,  Continental",4.1,190,2300,28.5538933,77.2400488
"Elma's Bakery, Bar and Kitchen","Hauz Khas Village, South Delhi", South Delhi,Delhi,"European,  Desserts,  Bakery and Confectionary,  Continental,  American",4.3,121,1500,28.5533674,77.19484904
Big Fat Sandwich,"Hauz Khas, South Delhi", South Delhi,Delhi,American,4.4,62,900,28.5536023,77.1948144
Urban Room by Storm,"East of Kailash, South Delhi", South Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental,  American,  Fast Food",4.2,232,1500,28.5570322,77.24461392
Anupama Sweet,"Kailash Colony, South Delhi", South Delhi,Delhi,"North Indian,  South Indian,  Fast Food,  Mithai",5,1,400,28.5530522,77.2429694
Talli Station,"Rajouri Garden, West Delhi", West Delhi,Delhi,"North Indian,  Chinese,  Fast Food",4.2,143,1500,28.6490563,77.1227198
Getafix,"Greater Kailash - 1, South Delhi", South Delhi,Delhi,"Fast Food,  Italian,  American,  Health Food",4.5,229,1200,28.5538933,77.2400488
HKV Bar Exchange,"Hauz Khas Village, South Delhi", South Delhi,Delhi,"Chinese,  Finger Food,  North Indian,  Continental",4.2,173,1700,28.5533674,77.19484904
Cosy Restaurant,"Hauz Khas, South Delhi", South Delhi,Delhi,"North Indian,  Chinese,  Mughlai",4.3,54,1100,28.5536023,77.1948144
Saleem's Restaurant,"Kailash Colony, South Delhi", South Delhi,Delhi,"Mughlai,  North Indian",4.5,2,500,28.5530522,77.2429694
Saleem's Fine Dine,"Kailash Colony, South Delhi", South Delhi,Delhi,"Mughlai,  North Indian,  Chinese",4.4,14,1400,28.5530522,77.2429694
Fabcafe By Fabindia,"Rajouri Garden, West Delhi", West Delhi,Delhi,"Health Food,  Modern Indian,  North Indian,  Continental",5,2,1200,28.6490563,77.1227198
The Rehab Gastropub,"Hauz Khas Village, South Delhi", South Delhi,Delhi,"North Indian,  Chinese,  Italian,  Fast Food",4.4,111,2000,28.5533674,77.19484904
Giani,"Model Town 2, North Delhi", North Delhi,Delhi,"Desserts,  Ice Cream,  Shakes",4,1,400,28.707334,77.1885231
Konfidential,"Kailash Colony, South Delhi", South Delhi,Delhi,"North Indian,  Chinese,  Continental",4.1,40,600,28.5530522,77.2429694
Berco's,"Rajouri Garden, West Delhi", West Delhi,Delhi,"Chinese,  Thai",4.3,198,1300,28.6490563,77.1227198
Wow! Momo,"Hauz Khas Village, South Delhi", South Delhi,Delhi,"Fast Food,  Tibetan",4.1,37,400,28.5533674,77.19484904
FatJar Cafe & Market,"Kailash Colony, South Delhi", South Delhi,Delhi,"Italian,  Continental,  Desserts",4.1,42,1700,28.5530522,77.2429694
Baa Bistro,"Mayur Vihar Phase - 1, East Delhi", East Delhi,Delhi,"North Indian,  Chinese,  Fast Food",4.4,118,800,28.6035543,77.2899208
Threads,"Shahpur Jat, South Delhi", South Delhi,Delhi,"Continental,  Italian,  Fast Food",4.7,42,700,28.5483303,77.214104
Only Bar,"Nehru Place, South Delhi", South Delhi,Delhi,"North Indian,  Chinese",4.5,103,1000,28.54925735,77.25295263
Bread and More,"Vasant Vihar, South Delhi", South Delhi,Delhi,"Desserts,  Bakery and Confectionary",4.6,3,500,28.5787819,77.1624394
Defaulter Cafe,"Moti Bagh, South Delhi", South Delhi,Delhi,"North Indian,  Chinese,  Continental",1,1,800,28.5787819,77.1624394
Zaika-E-Dilli,"Shahdara, East Delhi", East Delhi,Delhi,"North Indian,  Chinese,  South Indian",4.3,12,400,28.7026978,77.2919762
You Mee,"Greater Kailash - 2, South Delhi", South Delhi,Delhi,"Japanese,  Asian,  Sushi,  Thai",4.6,213,500,28.5539519,77.23995265
Mia Bella,"Hauz Khas Village, South Delhi", South Delhi,Delhi,"Italian,  Continental",4.2,423,2000,28.5533674,77.19484904
Golden Fiesta,"East of Kailash, South Delhi", South Delhi,Delhi,"North Indian,  Fast Food,  Chinese",4,44,900,28.5570322,77.24461392
Cafe Culture,"Greater Kailash - 1, South Delhi", South Delhi,Delhi,"Italian,  Coffee,  Fast Food",4.5,107,1000,28.5538933,77.2400488
Sardar-Ji-Bakhsh Coffee & Co.,"Panchsheel Park, South Delhi", South Delhi,Delhi,"Fast Food,  Coffee,  Desserts",5,4,500,28.5423747,77.2210916
Hale And Hearty,"Hauz Khas, South Delhi", South Delhi,Delhi,North Indian,4.3,5,400,28.5536023,77.1948144
Sandoz,"Paschim Vihar, West Delhi", West Delhi,Delhi,"North Indian,  Chinese",4.2,435,1000,28.6695782,77.095956
Garden House Cafe And Health Kitchen,"Shahpur Jat, South Delhi", South Delhi,Delhi,"Continental,  Health Food",4.5,18,800,28.5483303,77.214104
The Backyard,"Punjabi Bagh, West Delhi", West Delhi,Delhi,"American,  Italian,  Continental",4.3,257,1500,28.668945,77.1324614
Mad Over Donuts,"Greater Kailash - 1, South Delhi", South Delhi,Delhi,"Desserts,  Doughnuts",4.2,22,400,28.5538933,77.2400488
Sura Vie,"Punjabi Bagh, West Delhi", West Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Chinese",4.2,925,1800,28.668945,77.1324614
Chaskaa,"Anand Vihar, East Delhi", East Delhi,Delhi,"North Indian,  Italian,  Chinese,  Continental,  Mughlai",4,41,900,28.64268085,77.3072754
Pind Balluchi,"Goverdhan House,Nehru Place, South Delhi", South Delhi,Delhi,"North Indian,  Mughlai",3.9,137,1500,28.54888775,77.25160374
The Passengers Bar Food & Drinks,"Kailash Colony, South Delhi", South Delhi,Delhi,"North Indian,  Fast Food",3.2,7,2000,28.5530522,77.2429694
Band Baaja Baaraat,"Rajouri Garden, West Delhi", West Delhi,Delhi,North Indian,3.9,986,1500,28.6490563,77.1227198
Greenr Cafe,"Vasant Vihar, South Delhi", South Delhi,Delhi,"Continental,  Health Food",4.8,22,1400,28.5787819,77.1624394
Daryaganj,"Tagore Garden, West Delhi", West Delhi,Delhi,"North Indian,  Mughlai",4,48,2000,28.6437265,77.11282
Ambarsariya Spice,"Rajouri Garden, West Delhi", West Delhi,Delhi,"North Indian,  Chinese",5,1,1500,28.6490563,77.1227198
Delhi Salad Store,"Greater Kailash - 1, South Delhi", South Delhi,Delhi,"Health Food,  Juice,  Shakes",3.8,15,600,28.5538933,77.2400488
Otik Cake Shop,"Rajouri Garden, West Delhi", West Delhi,Delhi,"Fast Food,  Bakery and Confectionary,  Desserts,  Shakes",5,4,500,28.6490563,77.1227198
The Asian Tuk Tuk,"Eros Corporate Tower,Nehru Place, South Delhi", South Delhi,Delhi,"Asian,  Chinese,  Thai,  Japanese",4.5,266,2000,28.55028665,77.25184786
Fly Bar,"Rajouri Garden, West Delhi", West Delhi,Delhi,"North Indian,  Chinese,  Continental",3.8,50,800,28.6490563,77.1227198
Royal China,"Eros Corporate Tower,Nehru Place, South Delhi", South Delhi,Delhi,"Chinese,  Seafood",4.4,260,3200,28.55028665,77.25184786
Pirates Of Grill,"DLF Mall of India,Sector 18, Noida", Noida,Noida,"North Indian,  Continental,  Mughlai",4.4,529,2000,28.5672954,77.32096303
Naivedyam,"Kalkaji, South Delhi", South Delhi,Delhi,South Indian,4.3,289,500,28.5469476,77.258801
The Gol Chakkar,"Kalkaji, South Delhi", South Delhi,Delhi,"North Indian,  Chinese,  Continental,  Italian,  Mughlai",4.1,393,1200,28.5469476,77.258801
Berco's,"MGF Metropolitan Mall,Saket, South Delhi", South Delhi,Delhi,"Chinese,  Thai",4.3,367,1800,28.5293937,77.2205767
Maini's Green Leaf,"Kaushambi Metro Station,Kaushambi, Ghaziabad", Ghaziabad,Ghaziabad,North Indian,4.3,245,1000,28.64535645,77.32549919
Heartbeat,"Rajouri Garden, West Delhi", West Delhi,Delhi,Multi-Cuisine,4.5,18,1400,28.6490563,77.1227198
Gourmet Greens,"Greater Kailash - 2, South Delhi", South Delhi,Delhi,"North Indian,  Chinese,  Continental",4.9,6,2000,28.5539519,77.23995265
Empress Delhi,"Rajouri Garden, West Delhi", West Delhi,Delhi,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  Fast Food",4.1,346,900,28.6490563,77.1227198
Giani,"Punjabi Bagh, West Delhi", West Delhi,Delhi,"Desserts,  Ice Cream,  Shakes",5,2,400,28.668945,77.1324614
Mealodrama Modern Bistro,"Rajouri Garden, West Delhi", West Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",3.9,398,1400,28.6490563,77.1227198
Laidback Cafe,"Saket, South Delhi", South Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Mediterranean,  Asian",4.5,113,1500,28.5244107,77.2137253
Nimtho,"Greater Kailash - 1, South Delhi", South Delhi,Delhi,"Nepalese,  Asian",4.3,33,1200,28.5538933,77.2400488
Radioactive Cafe,"Punjabi Bagh, West Delhi", West Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental,  Street Food",4,179,1500,28.668945,77.1324614
Dhaba - A Punjabi Theme,"Rajouri Garden, West Delhi", West Delhi,Delhi,"North Indian,  Chinese",4.1,251,1000,28.6490563,77.1227198
Dada Ji Di Punjabi Rasoi,"Shalimar Bagh, North Delhi", North Delhi,Delhi,"North Indian,  Chinese",3.9,42,800,28.7019574,77.1654317
Cafe Delhi Heights,"DLF Mall of India,Sector 18, Noida", Noida,Noida,"Modern Indian,  Italian,  Continental,  American",4.4,1479,2000,28.5672954,77.32096303
United Coffee House Rewind,"DLF Mall of India,Sector 18, Noida", Noida,Noida,"Multi-Cuisine,  North Indian,  Mediterranean,  European,  Asian,  Coffee,  Tea",4.2,704,3000,28.5672954,77.32096303
Pind Balluchi,"Hotel TE,Greater Kailash - 1, South Delhi", South Delhi,Delhi,"North Indian,  Mughlai,  European,  Asian",3.9,77,2200,28.5487228,77.23653892
Healthy Chef,"Rajouri Garden, West Delhi", West Delhi,Delhi,"Health Food,  North Indian",4.8,11,800,28.6490563,77.1227198
Dhansoo Cafe,"Tagore Garden, West Delhi", West Delhi,Delhi,"North Indian,  Seafood,  Street Food",4,1,2000,28.6437265,77.11282
Sardar-Ji-Bakhsh Coffee & Co.,"Punjabi Bagh, West Delhi", West Delhi,Delhi,"Fast Food,  Coffee,  Desserts",4.5,2,700,28.668945,77.1324614
The Tandoor,"Rajouri Garden, West Delhi", West Delhi,Delhi,"North Indian,  Chinese",4,8,800,28.6490563,77.1227198
Oh! Calcutta,"Greater Kailash - 2, South Delhi", South Delhi,Delhi,"Seafood,  Bengali",4.5,402,2400,28.5539519,77.23995265
The Fit Food,"Punjabi Bagh, West Delhi", West Delhi,Delhi,Health Food,4.6,11,1500,28.668945,77.1324614
Social,"DLF Mall of India,Sector 18, Noida", Noida,Noida,"North Indian,  Continental,  American",4.4,239,2000,28.5672954,77.32096303
RP's Restaurant,"Malviya Nagar, South Delhi", South Delhi,Delhi,"North Indian,  Chinese,  South Indian,  Mughlai",4.1,80,900,28.5339201,77.2124474
Khalsa Parivar Restaurant,"Mayapuri Phase - 2, West Delhi", West Delhi,Delhi,"North Indian,  Chinese,  Mughlai",4.1,104,700,28.6186364,77.1128838
Havemore,"MGF Metropolitan Mall,Saket, South Delhi", South Delhi,Delhi,"North Indian,  Mughlai",4.1,10,2500,28.5293937,77.2205767
Ping's Cafe Orient,"DLF Avenue,Saket, South Delhi", South Delhi,Delhi,Asian,4.6,8,2100,28.5231651,77.2132041
Tasim,"Rajouri Garden, West Delhi", West Delhi,Delhi,"Chinese,  Thai",4.2,15,1100,28.6490563,77.1227198
PCO,"Vasant Vihar, South Delhi", South Delhi,Delhi,"Chinese,  Asian",4.3,86,2000,28.5787819,77.1624394
Bintang Sweet Thrills,"Rajouri Garden, West Delhi", West Delhi,Delhi,"Desserts,  Fast Food",5,3,400,28.6490563,77.1227198
The Tummy Section,"Rajouri Garden, West Delhi", West Delhi,Delhi,"Fast Food,  Chinese",3.5,17,600,28.6490563,77.1227198
The Blue Parrot Cafe,"The Orion Plaza,Kalkaji, South Delhi", South Delhi,Delhi,"North Indian,  Thai,  Asian,  Continental",4,32,1300,28.5469541,77.2537949
FO - Food Overloaded,"Paschim Vihar, West Delhi", West Delhi,Delhi,"Chinese,  North Indian,  Italian,  Fast Food,  Pizza",4.5,170,1200,28.6695782,77.095956
The Tandoor,"Rajouri Garden, West Delhi", West Delhi,Delhi,"North Indian,  Chinese,  Fast Food",3.6,22,1500,28.6490563,77.1227198
Lawn Bistro,"Sector 15 A, Noida", Noida,Noida,"Continental,  North Indian,  Oriental ",4.3,265,1800,28.58279785,77.31022209
Doodle's Garden,"Punjabi Bagh, West Delhi", West Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Continental",4.1,89,2100,28.668945,77.1324614
Meethi By Wok In The Clouds,"Rajouri Garden, West Delhi", West Delhi,Delhi,"Desserts,  Mithai",4,1,1000,28.6490563,77.1227198
PapaJi & Sons,"Punjabi Bagh, West Delhi", West Delhi,Delhi,"North Indian,  Chinese,  Continental",3.7,12,900,28.668945,77.1324614
The Waffle Co.,"Greater Kailash - 2, South Delhi", South Delhi,Delhi,"Desserts,  Waffle,  Shakes",5,1,400,28.5539519,77.23995265
Little Attock,"Okhla Phase - 3, South Delhi", South Delhi,Delhi,"Indian Cuisine,  Health Food,  Modern Indian",4.4,9,1200,28.5636616,77.2890546
The Waffle Co.,"Shalimar Bagh, North Delhi", North Delhi,Delhi,"Desserts,  Waffle,  Shakes",4,1,400,28.7019574,77.1654317
AlKauser,"Punjabi Bagh, West Delhi", West Delhi,Delhi,"Mughlai,  North Indian",3.4,4,800,28.668945,77.1324614
Khidmat,"Kalkaji, South Delhi", South Delhi,Delhi,"North Indian,  Chinese,  Mughlai",4.2,204,1000,28.5469476,77.258801
Khanabadosh Tavern,"Kalkaji, South Delhi", South Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental,  American,  Mughlai",3.9,48,800,28.5469476,77.258801
Bokan,"East of Kailash, South Delhi", South Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Asian",4.1,385,1300,28.5570322,77.24461392
Chocolateria San Churro,"Greater Kailash - 2, South Delhi", South Delhi,Delhi,"Desserts,  Bakery and Confectionary,  Fast Food",4.3,99,1000,28.5539519,77.23995265
Waves,"Adchini, South Delhi", South Delhi,Delhi,"North Indian,  Chinese",4.2,99,2000,28.537024,77.19822733
QLA,"Mehrauli, South Delhi", South Delhi,Delhi,"European,  Italian,  Spanish",4.3,201,3000,28.5218262,77.1783232
Mughal Darbar Restaurant,"Punjabi Bagh, West Delhi", West Delhi,Delhi,"Mughlai,  North Indian",4.2,25,1000,28.668945,77.1324614
Laidback Cafe,"Greater Kailash - 2, South Delhi", South Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Mediterranean,  Asian",4.3,264,2000,28.5539519,77.23995265
Tandoori Brothers,"Malviya Nagar, South Delhi", South Delhi,Delhi,"North Indian,  Fast Food",5,5,800,28.5339201,77.2124474
Little Chef,"Kalkaji, South Delhi", South Delhi,Delhi,"North Indian,  Mughlai,  Chinese",4,1,600,28.5469476,77.258801
Wendy's,"Kalkaji, South Delhi", South Delhi,Delhi,"Fast Food,  Burger,  American",5,1,500,28.5469476,77.258801
Food Sixteen,"Azadpur, North Delhi", North Delhi,Delhi,"North Indian,  Chinese",4.4,26,600,28.7057821,77.1819488
Gaon,"Malviya Nagar, South Delhi", South Delhi,Delhi,"Rajasthani,  Bihari",4,41,1200,28.5339201,77.2124474
Tikka Junction,"Malviya Nagar, South Delhi", South Delhi,Delhi,"North Indian,  Chinese,  Mughlai,  Fast Food",4.2,219,1500,28.5339201,77.2124474
In The Punjab,"Greater Kailash - 2, South Delhi", South Delhi,Delhi,"North Indian,  Mughlai",4.4,240,3200,28.5539519,77.23995265
Barbeque Nation,"DLF Avenue,Saket, South Delhi", South Delhi,Delhi,"North Indian,  Barbecue,  Mughlai",4.5,427,1700,28.5231651,77.2132041
Soo Yung By The Backyard,"Punjabi Bagh, West Delhi", West Delhi,Delhi,"Asian,  Thai,  Japanese",4.1,88,1200,28.668945,77.1324614
My Spice Kitchen,"Chittaranjan Park, South Delhi", South Delhi,Delhi,"North Indian,  Mughlai,  Hyderabadi,  Biryani",4.2,6,1000,28.5376883,77.2516536
LIT Nuit Club & Bar,"Greater Kailash - 2, South Delhi", South Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental,  Mughlai",3.3,40,2700,28.5539519,77.23995265
Yangkiez,"Malviya Nagar, South Delhi", South Delhi,Delhi,"Chinese,  Asian,  Fast Food,  Tibetan",4.6,5,500,28.5339201,77.2124474
Monkey Bar,"Vasant Kunj, South Delhi", South Delhi,Delhi,"Continental,  North Indian,  European,  American",4.5,630,1500,28.51319,77.16137308
Swan,"Mehrauli, South Delhi", South Delhi,Delhi,"Italian,  Japanese",3.3,8,2000,28.5218262,77.1783232
Food Uncensored,"Sheikh Sarai, South Delhi", South Delhi,Delhi,Fast Food,5,1,400,28.5368964,77.22223871
Chateau de Pondichery,"Adchini, South Delhi", South Delhi,Delhi,"Mediterranean,  French,  Chettinad",4.4,73,2000,28.537024,77.19822733
Social Street Cafe,"Champa Gali,Saket, South Delhi", South Delhi,Delhi,"Italian,  Chinese,  Fast Food",4.3,375,1200,28.5175491,77.199415
Punjabi By Nature,"Vasant Kunj, South Delhi", South Delhi,Delhi,"North Indian,  Mughlai",4.2,23,2000,28.51319,77.16137308
Smoke House Deli,"DLF Avenue,Saket, South Delhi", South Delhi,Delhi,"Italian,  European,  American",4.3,423,2200,28.5231651,77.2132041
Kake Da Hotel,"Chittaranjan Park, South Delhi", South Delhi,Delhi,"North Indian,  Mughlai",4,7,1000,28.5376883,77.2516536
Big Wong XL,"Greater Kailash - 2, South Delhi", South Delhi,Delhi,"Chinese,  Thai,  Seafood,  Sushi",4.1,86,2000,28.5539519,77.23995265
Kiara - Soul Kitchen,"Greater Kailash - 2, South Delhi", South Delhi,Delhi,"Asian,  Indian Cuisine",4.4,120,2000,28.5539519,77.23995265
The Himalayan Kitchen,"Greater Kailash - 2, South Delhi", South Delhi,Delhi,"Tibetan,  Nepalese,  Chinese",4.2,221,1600,28.5539519,77.23995265
Coffee Cafe 9,"Malviya Nagar, South Delhi", South Delhi,Delhi,"Coffee,  Desserts,  Fast Food",5,13,700,28.5339201,77.2124474
Govardhan Vegetarian,"Adchini, South Delhi", South Delhi,Delhi,"North Indian,  Chinese,  South Indian",4.1,68,900,28.537024,77.19822733
